provincia;poblacion;direccion;numero;bis;codigo_postal;prima_total;anio_antiguedad;numero_proyecto
BARCELONA;BARCELONA; GOMIS ;52;;8023;1.571,15 €;1982;76721
BARCELONA;BARCELONA; GOMIS ;73;;8023;1.332,57 €;1980;76722
BARCELONA;BARCELONA; GOMIS ;27;;8023;1.087,07 €;1959;76724
BARCELONA;BARCELONA; GOMIS ;30;;8023;1.708,42 €;2008;76725
BARCELONA;BARCELONA; GOMIS ;80;;8023;1.370,37 €;1994;76726
BARCELONA;BARCELONA; GOMIS ;58;;8023;1.825,23 €;1962;76727
BARCELONA;BARCELONA; GUSTAVO BECQUER ;2;;8023;1.090,42 €;1983;76728
BARCELONA;BARCELONA; GUSTAVO BECQUER ;27;;8023;2.228,57 €;1980;76729
BARCELONA;BARCELONA; HOMER ;51;;8023;;;
BARCELONA;BARCELONA; HOMER ;35;;8023;1.756,25 €;1999;76730
BARCELONA;BARCELONA; HOMER ;37;;8023;1.756,25 €;1999;76731
BARCELONA;BARCELONA; HOMER ;11 B;;8023;;;
BARCELONA;BARCELONA; HOMER ;26;;8023;1.268,25 €;1951;76732
BARCELONA;BARCELONA; HOMER ;13;;8023;759,88 €;1925;76733
BARCELONA;BARCELONA; HOMER ;35 B;;8023;;;
BARCELONA;BARCELONA; HOMER ;40;;8023;1.705,53 €;1979;76734
BARCELONA;BARCELONA; HOMER ;23;;8023;541,21 €;1975;76736
BARCELONA;BARCELONA; HOMER ;20;;8023;1.164,39 €;1964;76737
BARCELONA;BARCELONA; HOMER ;61;;8023;1.774,89 €;1958;76738
BARCELONA;BARCELONA; HOMER ;30;;8023;861,21 €;1947;76739
BARCELONA;BARCELONA; HURTADO ;14;;8023;1.704,67 €;1977;76740
BARCELONA;BARCELONA; MANACOR ;20;;8023;1.170,26 €;1976;76741
BARCELONA;BARCELONA; MANACOR ;30;;8023;1.677,08 €;1962;76742
BARCELONA;BARCELONA; MANACOR ;28;;8023;1.457,51 €;1961;76743
BARCELONA;BARCELONA; MARE DE DEU DEL COLL ;114;;8023;1.354,50 €;1954;76744
BARCELONA;BARCELONA; MARE DE DEU DEL COLL ;52;;8023;3.531,21 €;1972;76745
BARCELONA;BARCELONA; MARE DE DEU DEL COLL ;6;;8023;684,53 €;1881;76746
BARCELONA;BARCELONA; MARE DE DEU DEL COLL ;12;;8023;703,54 €;1936;76747
BARCELONA;BARCELONA; MARE DE DEU DEL COLL ;74;;8023;766,06 €;1999;76748
BARCELONA;BARCELONA; MARMELLA ;2A;;8023;;;
BARCELONA;BARCELONA; MARMELLA ;2;;8023;2.514,99 €;1966;76749
BARCELONA;BARCELONA; MARMELLA ;2 B;;8023;;;
BARCELONA;BARCELONA; MARMELLA ;8;;8023;1.400,47 €;1989;76750
BARCELONA;BARCELONA; MARQUES DE SANTA ANA ;8;;8023;2.459,40 €;1977;76751
BARCELONA;BARCELONA; MEDES ;4;;8023;2.211,82 €;1981;76752
BARCELONA;BARCELONA; MEDES ;8;;8023;1.806,75 €;1981;76753
BARCELONA;BARCELONA; MONEGAL ;8;;8023;;;
BARCELONA;BARCELONA; MONTORNES ;33;;8023;871,87 €;1978;76754
BARCELONA;BARCELONA; MONTORNES ;7;;8023;556,45 €;1958;76755
BARCELONA;BARCELONA; MONTORNES ;2;;8023;711,50 €;1955;76756
BARCELONA;BARCELONA; MORA D'EBRE ;102;;8023;1.107,30 €;1972;76757
BARCELONA;BARCELONA; MORA D'EBRE ;42;;8023;911,75 €;1986;76758
BARCELONA;BARCELONA; MORA D'EBRE ;44;;8023;1.404,46 €;2001;76759
BARCELONA;BARCELONA; MORA D'EBRE ;25;;8023;725,66 €;1963;76760
BARCELONA;BARCELONA; MORA D'EBRE ;96 B;;8023;;;
BARCELONA;BARCELONA; MUSITU ;18;;8023;582,98 €;1954;76761
BARCELONA;BARCELONA; OSONA ;8;;8023;;;
BARCELONA;BARCELONA; OSONA ;4;;8023;5.623,17 €;1982;76762
BARCELONA;BARCELONA; OSONA ;6;;8023;5.623,17 €;1982;76763
BARCELONA;BARCELONA; PADUA ;30;;8023;919,31 €;1965;76764
BARCELONA;BARCELONA; PADUA ;14;;8023;1.462,79 €;1949;76765
BARCELONA;BARCELONA; PADUA ;12 B;;8023;;;
BARCELONA;BARCELONA; PADUA ;16;;8023;1.244,46 €;1980;76766
BARCELONA;BARCELONA; PALOU 33;33 B;;8023;;;
BARCELONA;BARCELONA; PARE FIDEL FITA ;9;;8023;581,21 €;1956;76767
BARCELONA;BARCELONA; PARE FIDEL FITA ;11;;8023;589,24 €;1953;76768
BARCELONA;BARCELONA; PAU FERRAN ;16;;8023;512,14 €;1946;76769
BARCELONA;BARCELONA; PORTOLA ;2;;8023;1.201,59 €;1990;76770
BARCELONA;BARCELONA; PORTOLA ;10;;8023;5.800,59 €;1975;76771
BARCELONA;BARCELONA; PORTOLA ;9;;8023;;;
BARCELONA;BARCELONA; PORTOLA ;22;;8023;2.446,49 €;1973;76772
BARCELONA;BARCELONA; PORTOLA ;12;;8023;5.800,59 €;1975;76773
BARCELONA;BARCELONA; PORTOLA ;20;;8023;644,42 €;1999;76774
BARCELONA;BARCELONA; PUTGET ;61;;8023;;;
BARCELONA;BARCELONA; PUTGET ;32;;8023;;;
BARCELONA;BARCELONA; PUTGET ;36;;8023;;;
BARCELONA;BARCELONA; PUTGET ;81;;8023;;;
BARCELONA;BARCELONA; PUTGET 2;28;;8023;;;
BARCELONA;BARCELONA; REPARTIDOR ;23;;8023;776,45 €;1991;76775
BARCELONA;BARCELONA; REPARTIDOR ;37 B;;8023;;;
BARCELONA;BARCELONA; REPARTIDOR ;16;;8023;741,43 €;1970;76776
BARCELONA;BARCELONA; REPARTIDOR ;43;;8023;;;
BARCELONA;BARCELONA; REPARTIDOR ;2;;8023;;;
BARCELONA;BARCELONA; REPARTIDOR ;6;;8023;1.340,18 €;1995;76777
BARCELONA;BARCELONA; ROCA I BATLLE ;30;;8023;1.686,07 €;1970;76778
BARCELONA;BARCELONA; ROCA I BATLLE ;24;;8023;;;
BARCELONA;BARCELONA; ROCA I BATLLE ;18;;8023;4.881,80 €;1973;76779
BARCELONA;BARCELONA; ROCA I BATLLE ;4;;8023;1.866,57 €;1969;76780
BARCELONA;BARCELONA; ROCA I BATLLE ;34;;8023;615,59 €;1953;76781
BARCELONA;BARCELONA; ROMA ;4;;8023;3.099,95 €;1972;76782
BARCELONA;BARCELONA; RUBENS ;40;;8023;1.130,89 €;1997;76783
BARCELONA;BARCELONA; RUBENS ;26;;8023;591,54 €;1960;76784
BARCELONA;BARCELONA; RUBENS ;10;;8023;1.041,12 €;1982;76785
BARCELONA;BARCELONA; SANT EUDALD ;2;;8023;688,45 €;1977;76786
BARCELONA;BARCELONA; SANT EUDALD ;45;;8023;1.130,89 €;1997;76787
BARCELONA;BARCELONA; SANT EUDALD ;20;;8023;2.245,76 €;1980;76788
BARCELONA;BARCELONA; SUÏSSA ;4;;8023;954,31 €;1970;76789
BARCELONA;BARCELONA; SUÏSSA ;1;;8023;1.703,86 €;1958;76790
BARCELONA;BARCELONA; TIRSO ;29;;8023;1.201,50 €;1974;76791
BARCELONA;BARCELONA; VECIANA ;22;;8023;636,05 €;1975;76792
BARCELONA;BARCELONA;AV DE VALLCARCA ;156;;8023;1.232,55 €;1978;76793
BARCELONA;BARCELONA;AV DE VALLCARCA ;30;;8023;2.896,04 €;1965;76794
BARCELONA;BARCELONA;AV DE VALLCARCA ;20;;8023;2.755,31 €;1980;76795
BARCELONA;BARCELONA;AV DE VALLCARCA ;70;;8023;1.789,31 €;1981;76796
BARCELONA;BARCELONA;AV DE VALLCARCA ;24;;8023;2.890,33 €;1970;76797
BARCELONA;BARCELONA;AV DE VALLCARCA ;74;;8023;2.230,69 €;1981;76798
BARCELONA;BARCELONA;AV DE VALLCARCA ;148;;8023;2.235,58 €;1969;76799
BARCELONA;BARCELONA;AV DE VALLCARCA ;262;;8023;1.762,05 €;1999;76800
BARCELONA;BARCELONA;AV DE VALLCARCA ;54;;8023;1.541,15 €;1965;76801
BARCELONA;BARCELONA;AV DE VALLCARCA ;170;;8023;1.381,76 €;1972;76802
BARCELONA;BARCELONA;AV DE VALLCARCA ;56;;8023;1.552,53 €;1965;76803
BARCELONA;BARCELONA;AV DE VALLCARCA ;32;;8023;;;
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;16;;8023;6.516,18 €;1911;76804
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;183;;8023;1.347,29 €;1994;76805
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;238;;8023;2.227,19 €;1985;76806
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;182;;8023;1.401,90 €;1969;76807
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;177;;8023;2.037,62 €;1972;76808
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;63 B;;8023;;;
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;263;;8023;1.486,76 €;1973;76809
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;249;;8023;2.350,23 €;1959;76810
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;271;;8023;3.971,54 €;1965;76811
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;261;;8023;1.802,95 €;1965;76812
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;79;;8023;1.309,57 €;1970;76813
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;262;;8023;1.059,27 €;1986;76814
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;59;;8023;3.062,45 €;1977;76815
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;247;;8023;2.472,50 €;1959;76816
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;30;;8023;1.520,03 €;1976;76817
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;38;;8023;2.029,64 €;1963;76818
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;104;;8023;1.940,02 €;2009;76819
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;224;;8023;2.010,65 €;1977;76820
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;41;;8023;2.064,68 €;1947;76821
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;75;;8023;1.081,35 €;1920;76822
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;21;;8023;2.860,62 €;1975;76823
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;229;;8023;1.776,27 €;1905;76824
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;225;;8023;2.131,84 €;1962;76825
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;1A;;8023;;;
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;274;;8023;;;
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;187;;8023;2.577,86 €;1977;76826
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;168;;8023;1.579,02 €;1964;76827
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;162;;8023;1.535,16 €;1962;76828
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;167;;8023;5.800,59 €;1975;76829
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;268;;8023;1.673,83 €;1955;76830
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;173;;8023;2.247,66 €;1959;76831
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;83;;8023;2.275,64 €;1971;76832
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;55;;8023;654,59 €;1936;76833
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;231;;8023;1.489,09 €;1905;76834
BARCELONA;BARCELONA;AV REPUBLICA ARGENTINA ;184;;8023;1.071,01 €;1960;76835
BARCELONA;BARCELONA;BD BRIZ ;22;;8023;;;
BARCELONA;BARCELONA;BD GLORIA ;6;;8023;1.245,12 €;1977;76836
BARCELONA;BARCELONA;BD SANT MARIA ;5;;8023;;;
BARCELONA;BARCELONA;PJ GARCIA I ROBLES ;8;;8023;;;
BARCELONA;BARCELONA;PJ GARCIA I ROBLES ;8 B;;8023;;;
BARCELONA;BARCELONA;PJ MONTORNES ;22;;8023;585,22 €;1969;76837
BARCELONA;BARCELONA;PJ NAPOLEO ;2 B;;8023;;;
BARCELONA;BARCELONA;PS MARE DE DEU DEL COLL ;21;;8023;1.013,57 €;1975;76838
BARCELONA;BARCELONA;PS MARE DE DEU DEL COLL ;22;;8023;2.572,21 €;1968;76839
BARCELONA;BARCELONA;PS MARE DE DEU DEL COLL ;114;;8023;1.193,27 €;1975;76840
BARCELONA;BARCELONA;PS MARE DE DEU DEL COLL ;52;;8023;3.705,65 €;1978;76841
BARCELONA;BARCELONA;PS MARE DE DEU DEL COLL ;81;;8023;598,24 €;1936;76842
BARCELONA;BARCELONA;PS VALL D'HEBRON ;60;;8023;2.271,28 €;1954;76843
BARCELONA;BARCELONA;PS VALL D'HEBRON ;62;;8023;2.297,27 €;1954;76844
BARCELONA;BARCELONA;PS VALL D'HEBRON ;76;;8023;1.345,42 €;1999;76845
BARCELONA;BARCELONA;PS VALL D'HEBRON ;58;;8023;2.314,85 €;1954;76846
BARCELONA;BARCELONA;PZ FLANDES ;1;;8023;;;
BARCELONA;BARCELONA;PZ LESSEPS ;11;;8023;1.492,34 €;1932;76847
BARCELONA;BARCELONA;PZ LESSEPS ;10;;8023;1.511,50 €;1931;76848
BARCELONA;BARCELONA;PZ LESSEPS ;31;;8023;2.209,86 €;1910;76849
BARCELONA;BARCELONA;PZ LESSEPS ;8;;8023;1.915,40 €;1966;76850
BARCELONA;BARCELONA;PZ OLERDOLA ;8;;8023;;;
BARCELONA;BARCELONA;RD GENERAL MITRE ;199;;8023;2.711,64 €;1957;76851
BARCELONA;BARCELONA;RD GENERAL MITRE ;211;;8023;4.279,53 €;1970;76852
BARCELONA;BARCELONA;RD GENERAL MITRE ;263;;8023;1.579,43 €;1987;76853
BARCELONA;BARCELONA;RD GENERAL MITRE ;195;;8023;2.340,47 €;1965;76854
BARCELONA;BARCELONA;RD GENERAL MITRE ;203 B;;8023;1.931,94 €;1962;76855
BARCELONA;BARCELONA;RD GENERAL MITRE ;177;;8023;4.764,68 €;1975;76856
BARCELONA;BARCELONA;RD GENERAL MITRE ;261;;8023;1.069,73 €;1996;76857
