ref_catastral
4196008DF2949
027 012 03 004
027 026 01 002
027 026 01 003
027 028 05 001
027 054 02 002
029 011 06 023
0331108XG0203S
036 011 09 006
036 016 25 005
036 018 06 001
036 019 16 002
036 019 19 005
036 020 04 007
036 020 23 005
043 012 01 003
044 002 42 001
044 002 49 005
044 002 51 001
044 004 06 003
044 005 03 005
044 006 04 015
044 014 15 013
044 014 16 003
044 015 02 002
044 017 02 002
044 017 38 003
044 020 05 003
044 024 02 002
044 036 18 003
044 039 06 001
044 041 03 002
044 041 03 004
044 043 03 007
044 044 01 019
044 044 02 003
044 067 02 003
044 067 02 004
044 068 01 002
044 068 01 003
044 068 02 006
044 068 03 001
044 068 07 002
044 068 08 002
044 068 08 003
044 068 10 002
044 068 12 011
044 068 22 003
044 068 24 004
044 069 09 005
044 069 15 003
044 073 21 009
046 007 02 001
054 001 01 001
054 006 08 001
054 007 02 008
054 007 02 011
054 007 02 013
054 007 02 021
054 007 02 024
054 007 03 002
054 007 04 002
054 007 08 002
054 007 08 004
054 007 08 008
054 007 08 009
054 007 09 002
054 007 12 001
054 008 04 001
054 008 07 001
054 008 09 029
054 008 10 002
054 008 12 006
054 008 24 012
054 010 05 008
054 022 05 002
054 022 08 007
054 022 09 009
054 022 09 010
054 042 02 002
0544612CF3604C
055 001 11 001
0569404EG1706N
0688601QA5308H
069 002 19 001
07033A02200206
07054A01800108
071 003 03 001
071 004 09 002
072 003 01 003
0764201DG4006E
077 008 01 001
078 028 03 001
0784615PH0108S
082 020 06 001
082 041 09 007
082 052 01 003
082 067 01 004
083 002 01 002
084 001 16 007
084 001 48 003
084 015 24 007
090 011 11 006
0947401TG4304N
1008105YG0710N
1058106VK4905N
1154101UF7615S
1170054TP8007S
1199912XM3319N
1208302CF8610N
1277640DF3817G
1464115XH5116C
1482605TP6218S
1602003VP2110S
1620025TL7911N
1620917DF3812B
1772614CF4517D
1796410QA5319F
1814626DD7811D
2247804DF3824E
2484006YH0728S
26 0002 0629 0
2726320UM7522N
2794716DF2729D
2797004TP7029N
2852305WF3625S
2976002XH6027N
3002138EG1930S
3035701VM4133N
3085918VK4738E
31000000000155
31000000000158
31000000000162
31000000000165
31000000000167
31000000000168
31000000000171
31000000000172
31000000000173
31000000000174
31000000000175
31000000000176
31000000000178
31000000000179
31000000000180
31000000000181
31000000000182
31000000000183
31000000000184
31000000000185
31000000000186
31000000000187
31000000000188
31000000000189
31000000000190
31000000000191
31000000000192
31000000000193
31000000000195
31000000000197
31000000000198
31000000000199
31000000000200
31000000000201
31000000000203
31000000000204
31000000000205
31000000000206
31000000000207
31000000000208
31000000000209
31000000000210
31000000000211
31000000000212
31000000000213
31000000000214
31000000000215
31000000000216
31000000000217
31000000000218
31000000000220
31000000000221
31000000000222
31000000000223
31000000000224
31000000000226
31000000000230
3208209EG1930N
39009A01000103
4084110VF5648C
4084801CD6048S
4268283   5032
43 0002 0302 0
4550702NJ6145S
4633305XM7143D
4651401DF3845B
4653913DG7345S
47 0001 0597 0
4701802XG1740B
4852501UG4945S
4881905YJ4148S
4886205UL9048N
5007311XG7750N
5183205DG8458C
5381908DG8458A
54057A07200115
5522543VK3752D
5592901EG0259D
5701616CF2450B
5745102CG8054N
5836227DF1753F
5843201TP6254S
59370526000006
59530844000002
59551390000001
59570154000001
59570650000001
59580495000003
59590143000002
59590355000001
59590572000001
59590661000003
59590715000003
6005207TN6960N
6017406YJ2761G
6162801TN8966S
6185751VG4068N
6225323VK2662N
6273910DG8167S
6306407DG4160N
6347302EG1564N
6468214QJ3266N
6468506CS6566N
6494098   3014
6501403CF7660S
6549705XM5064N
6587524DF3868H
6600628DG9860S
6636509XM7163F
6792325   5141
6804918DF3960D
6939034BG6463N
7093242DF2779C
7168606EG1776N
7295517YK5279N
7321222XM7172A
7372097   5189
7404706CF7670S
7406710YJ1470N
7492602DG9779S
7538310CF4573H
7577023   6057
7585715XL9978N
7686106XG5978N
7955003TP6075N
7980008WF4778S
8051220000501
8096167   3198
8138144TM7583N
8208204DF2880G
8295101UH3489N
8296072   1272
8367903UF4586N
8391420   3103
8395064   5000
8395065   6012
8397301UF0689N
8412804NJ4081S
8497138   1506
8596015   5008
8597074   3043
8796085   8644
8824118NJ4082S
8896124   3218
8996097   9164
8996117   5147
901 001 03 001
902 001 01 004
902 001 04 010
902 001 13 003
902 001 17 003
902 001 20 005
902 001 25 003
902 001 25 005
902 001 31 001
902 001 36 002
902 001 36 003
902 003 20 003
902 003 22 003
902 003 29 003
902 003 35 009
902 003 38 012
902 003 39 001
902 006 06 014
904 001 08 002
905 010 21 002
9095005
9188116DF1798G
9362901YJ3986S
9476403NG2997N
9608305TP7090N
9613001TP7091S
9828701YN2302N
99030
99089
9946724DG6494N
