provincia;poblacion;nombre_via;num_via;bis;codigo_postal;prima_total;anio_antiguedad;numero_proyecto
BARCELONA;BARCELONA; SALSES ;50;;8031;;;
BARCELONA;BARCELONA; SALSES ;100;;8031;;;
BARCELONA;BARCELONA; SALSES ;89;;8031;;;
BARCELONA;BARCELONA; SANT FERRAN ;10;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;38;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;31;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;70;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;42;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;29;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;34;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;70 B;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;68;;8031;;;
BARCELONA;BARCELONA; SANT ISCLE ;68 B;;8031;;;
BARCELONA;BARCELONA; SANTA AMALIA ;58;;8031;;;
BARCELONA;BARCELONA; SANTA AMALIA ;20;;8031;;;
BARCELONA;BARCELONA; SANTA MATILDE ;14;;8031;;;
BARCELONA;BARCELONA; SANTA URSULA ;4;;8031;;;
BARCELONA;BARCELONA; SANTIAGO RUSIÑOL ;5;;8031;;;
BARCELONA;BARCELONA; SERRANO ;3;;8031;;;
BARCELONA;BARCELONA; SERRANO ;52;;8031;;;
BARCELONA;BARCELONA; SERRANO ;48;;8031;;;
BARCELONA;BARCELONA; SERRANO ;2;;8031;;;
BARCELONA;BARCELONA; SERRANO ;44;;8031;;;
BARCELONA;BARCELONA; TRAVAU ;63;;8031;;;
BARCELONA;BARCELONA; TRAVAU ;48;;8031;;;
BARCELONA;BARCELONA; TRAVAU ;65;;8031;;;
BARCELONA;BARCELONA; TRAVAU ;51;;8031;;;
BARCELONA;BARCELONA; TRAVAU ;73;;8031;;;
BARCELONA;BARCELONA; TRAVAU ;57;;8031;;;
BARCELONA;BARCELONA; VALL D'ORDESA ;7;;8031;;;
BARCELONA;BARCELONA; VALL D'ORDESA ;3;;8031;;;
BARCELONA;BARCELONA; VALL D'ORDESA ;17;;8031;;;
BARCELONA;BARCELONA; VENECIA ;49;;8031;;;
BARCELONA;BARCELONA; VENECIA ;20;;8031;;;
BARCELONA;BARCELONA; VENT ;40;;8031;;;
BARCELONA;BARCELONA; VENT ;46;;8031;;;
BARCELONA;BARCELONA; VENT ;42;;8031;;;
BARCELONA;BARCELONA; VILAPICINA ;14;;8031;;;
BARCELONA;BARCELONA; VILAPICINA ;43;;8031;;;
BARCELONA;BARCELONA; VILAPICINA ;38;;8031;;;
BARCELONA;BARCELONA; VILAPICINA ;20;;8031;;;
BARCELONA;BARCELONA;BORBO ;17;;8031;;;
BARCELONA;BARCELONA;BORBO ;21;;8031;;;
BARCELONA;BARCELONA;BORBO ;19;;8031;;;
BARCELONA;BARCELONA;BORBO ;33;;8031;;;
BARCELONA;BARCELONA;BORBO ;15;;8031;;;
BARCELONA;BARCELONA;BORBO ;25;;8031;;;
BARCELONA;BARCELONA;BORBO ;31;;8031;;;
BARCELONA;BARCELONA;PALMERES ;8;;8031;;;
BARCELONA;BARCELONA;FABRA I PUIG ;313;;8031;;;
BARCELONA;BARCELONA;FABRA I PUIG ;294;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;354;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;260;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;258;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;328;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;300;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;272;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;350;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;316 B;;8031;;;
BARCELONA;BARCELONA;MARAGALL ;334 B;;8031;;;
BARCELONA;BARCELONA;PEIRA ;31;;8031;;;
BARCELONA;BARCELONA;URRUTIA ;108;;8031;;;
BARCELONA;BARCELONA;URRUTIA ;98;;8031;;;
BARCELONA;BARCELONA;URRUTIA ;104;;8031;;;
BARCELONA;BARCELONA;URRUTIA ;100;;8031;;;
BARCELONA;BARCELONA;CASTELAO ;1;;8031;;;
BARCELONA;BARCELONA;SANTA EULALIA ;14;;8031;;;
